subject_drug_drugbank_id,subject_drug_name,affected_drug_drugbank_id,affected_drug_name,summary,extended_description,severity,evidence_level,management
DB00788,Naproxen,DB01104,Sertraline,The risk or severity of bleeding can be increased when Naproxen is combined with Sertraline.,"The concomitant use of sertraline and NSAIDS can increase the risk of bleeding due to additive effects. Clinical studies and case reports have shown an association between serotonin reuptake inhibitors (such as sertraline) and increased incidence of gastrointestinal bleeding. Effects that also may occur include, epistaxis, ecchymosis, hematoma, and petechiae. In some cases severe and fatal hemorrhage can occur. Platelets normally release serotonin after a vascular injury, leading to vasoconstriction and alterations in platelet shape that ultimately lead to platelet aggregation. SSRI drugs such as sertraline are inhibitors of the serotonin transporter, which normally facilitates the uptake of serotonin into platelets, which cannot synthesize serotonin themselves. Reducing the amount of serotonin that is taken up into the cell inhibits the formation of clots, thereby increasing the risk of bleeding.[A36049,A188568,A181631,A181634]",1,1,Exercise caution when this combination is administered. Patients should be notified of the increased risk of bleeding. Ensure to monitor INR if warfarin is also being administered.[L9016]
DB01104,Sertraline,DB00945,Acetylsalicylic acid,The risk or severity of bleeding can be increased when Sertraline is combined with Acetylsalicylic acid.,"The concomitant use of sertraline and acetylsalicylic acid (ASA) can increase the risk of bleeding due to additive effects.[A37133,A188733] Clinical studies and case reports have shown an association between serotonin reuptake inhibitors (such as sertraline) and increased incidence of gastrointestinal bleeding. Effects that also may occur include, epistaxis, ecchymosis, hematoma, and petechiae. In some cases severe and fatal hemorrhage can occur. Platelets normally release serotonin after a vascular injury, leading to vasoconstriction and alterations in platelet shape that ultimately lead to platelet aggregation. SSRI drugs such as sertraline are inhibitors of the serotonin transporter, which normally facilitates the uptake of serotonin into platelets, which cannot synthesize serotonin themselves. Reducing the amount of serotonin that is taken up into the cell inhibits the formation of clots, thereby increasing the risk of bleeding.[A181631,A181634]",1,1,Exercise caution when this combination is administered. Patients should be notified of the increased risk of bleeding. Ensure to monitor INR if warfarin is being administered.[L9016]
DB00695,Furosemide,DB00722,Lisinopril,The risk or severity of renal failure and hypotension can be increased when Furosemide is combined with Lisinopril.,"Co-administration of furosemide and ACE inhibitors may lead to severe hypotension and renal dysfunction, including renal failure,[L7958] as both furosemide and ACE inhibitors work on kidneys to lower blood pressure.[A189369,A189372] Increased risk for developing severe hypotension from co-administration could be related to the vasodilation properties of two drugs, relative intravascular volume depletion in addition to their opposing action on serum potassium levels.[A189366]",1,1,An interruption or reduction in the dosage of furosemide or angiotensin converting enzyme inhibitors may be necessary.[L7958]
DB00695,Furosemide,DB00678,Losartan,The risk or severity of renal failure and hypotension can be increased when Furosemide is combined with Losartan.,"Co-administration of furosemide and angiotensin receptor may lead to severe hypotension and renal dysfunction, including renal failure,[L7958] as both furosemide and angiotensin receptor blockers work to reduce blood pressure.",1,1,An interruption or reduction in the dosage of furosemide or angiotensin receptor blockers may be necessary.[L7958]
DB00945,Acetylsalicylic acid,DB00695,Furosemide,The risk or severity of increased serum creatinine can be increased when Acetylsalicylic acid is combined with Furosemide.,"In one study, the combination use of furosemide and acetylsalicylic acid led to a temporary reduction in creatinine clearance in patients with chronic renal insufficiency.[L7958] The mechanism behind this interaction is not fully understood.",0,1,Caution is advised when co-administering two agents together.
DB00448,Lansoprazole,DB13257,Ferrous sulfate anhydrous,Lansoprazole can cause a decrease in the absorption of Ferrous sulfate anhydrous resulting in a reduced serum concentration and potentially a decrease in efficacy.,"Prescribing information for ferrous sulfate indicates that proton pump inhibitors may reduce the absorption of mycophenolate mofetil.[L2240] The mechanism behind this interaction is reduction of gastric acid secretion, which is necessary for adequate gastrointestinal absorption of iron.[A35210 ,A35211,A35209,A191065]",1,2,"Exercise caution when this combination is administered. Consult the iron product monograph for guidance on dosing and administration.[L11253] Consider using intravenous iron in place of oral iron, or a higher dose of oral iron therapy.[A35210]"
DB01129,Rabeprazole,DB13257,Ferrous sulfate anhydrous,Rabeprazole can cause a decrease in the absorption of Ferrous sulfate anhydrous resulting in a reduced serum concentration and potentially a decrease in efficacy.,"Prescribing information for ferrous sulfate indicates that proton pump inhibitors may reduce the absorption of mycophenolate mofetil.[L2240] The mechanism behind this interaction is reduction of gastric acid secretion, which is necessary for adequate gastrointestinal absorption of iron.[A35210 ,A35211,A35209,A191065]",1,2,"Exercise caution when this combination is administered. Consult the iron product monograph for guidance on dosing and administration.[L11253] Consider using intravenous iron in place of oral iron, or a higher dose of oral iron therapy.[A35210]"
DB00501,Cimetidine,DB00295,Morphine,The risk or severity of adverse effects can be increased when Cimetidine is combined with Morphine.,"Concomitant use of cimetidine and morphine can lead to an increased risk and severity of apnea, confusion, and muscle twitching.[L12114]",1,1,Monitor patients for signs of respiratory and CNS depression.[L12114]
DB00126,Ascorbic acid,DB00254,Doxycycline,The therapeutic efficacy of Doxycycline can be decreased when used in combination with Ascorbic acid.,The activity of doxycycline may be decreased by the administration of vitamin C and its analogs.[L12210],1,1,"Monitor patients for signs of reduced antibiotic efficacy.[L12210] If antibiotic efficacy is thought to be reduced by the subject drug, discontinue the subject drug.[L12210]"
DB00436,Bendroflumethiazide,DB00788,Naproxen,The therapeutic efficacy of Naproxen can be decreased when used in combination with Bendroflumethiazide.,"Thiazide diuretics may raise uric acid concentrations in the blood.[A192630,L12462]",1,1,The dosage of antigout medications may need to be adjusted to treat hyperuricemia and gout.[L12462]
DB00436,Bendroflumethiazide,DB00678,Losartan,The therapeutic efficacy of Losartan can be increased when used in combination with Bendroflumethiazide.,"Thiazide diuretics combined with other antihypertensive medications may potentiate the hypotensive effects of these medications.[A16729,L12462]",1,1,The dosage of antihypertensive medications may need to be adjusted.[L12462]
DB00436,Bendroflumethiazide,DB00178,Ramipril,The therapeutic efficacy of Ramipril can be increased when used in combination with Bendroflumethiazide.,"Thiazide diuretics combined with other antihypertensive medications may potentiate the hypotensive effects of these medications.[A16729,L12462]",1,1,The dosage of antihypertensive medications may need to be adjusted.[L12462]
DB00436,Bendroflumethiazide,DB00722,Lisinopril,The therapeutic efficacy of Lisinopril can be increased when used in combination with Bendroflumethiazide.,"Thiazide diuretics combined with other antihypertensive medications may potentiate the hypotensive effects of these medications.[A16729,L12462]",1,1,The dosage of antihypertensive medications may need to be adjusted.[L12462]
DB00436,Bendroflumethiazide,DB00381,Amlodipine,The therapeutic efficacy of Amlodipine can be increased when used in combination with Bendroflumethiazide.,"Thiazide diuretics combined with other antihypertensive medications may potentiate the hypotensive effects of these medications.[A16729,L12462]",1,1,The dosage of antihypertensive medications may need to be adjusted.[L12462]
DB00436,Bendroflumethiazide,DB00612,Bisoprolol,The therapeutic efficacy of Bisoprolol can be increased when used in combination with Bendroflumethiazide.,"Thiazide diuretics combined with other antihypertensive medications may potentiate the hypotensive effects of these medications.[A16729,L12462]",1,1,The dosage of antihypertensive medications may need to be adjusted.[L12462]
DB00436,Bendroflumethiazide,DB00695,Furosemide,The therapeutic efficacy of Furosemide can be increased when used in combination with Bendroflumethiazide.,"Thiazide diuretics combined with other antihypertensive medications may potentiate the hypotensive effects of these medications.[A16729,L12462]",1,1,The dosage of antihypertensive medications may need to be adjusted.[L12462]
DB00394,Beclomethasone dipropionate,DB00436,Bendroflumethiazide,The risk or severity of electrolyte imbalance can be increased when Beclomethasone dipropionate is combined with Bendroflumethiazide.,"Thiazides and corticosteroids can cause electrolyte imbalances.[A192636,A192639,L12462] Concomitant administration of both of these medications may potentiate electrolyte imbalances, including hypokalemia.[A192636,A192639,L12462]",1,1,"Monitor patients for electrolyte imbalances.[L12462] Patients may require a dosage adjustment, administration of a potassium supplement, or a potassium sparing diuretic.[A192642]"
DB01222,Budesonide,DB00436,Bendroflumethiazide,The risk or severity of electrolyte imbalance can be increased when Budesonide is combined with Bendroflumethiazide.,"Thiazides and corticosteroids can cause electrolyte imbalances.[A192636,A192639,L12462] Concomitant administration of both of these medications may potentiate electrolyte imbalances, including hypokalemia.[A192636,A192639,L12462]",1,1,"Monitor patients for electrolyte imbalances.[L12462] Patients may require a dosage adjustment, administration of a potassium supplement, or a potassium sparing diuretic.[A192642]"
DB13928,Semaglutide,DB00451,Levothyroxine,The serum concentration of Levothyroxine can be increased when it is combined with Semaglutide.,"Concurrent administration of semaglutide and levothyroxine may lead to an increase in levothyroxine exposure. One study reported a 33% increase in levothyroxine exposure following administration with semaglutide. The mechanism of this interaction is likely delayed gastrointestinal emptying of levothyroxine. Semaglutide reduces gastric emptying, increasing exposure to drugs that are given orally, such as levothyroxine.[L8678,L12840]",1,1,Continue to monitor thyroid function as necessary with levothyroxine treatment. Adjust the dose as required. More frequent laboratory monitoring may be required.[L8678]
DB00472,Fluoxetine,DB01104,Sertraline,The serum concentration of Sertraline can be increased when it is combined with Fluoxetine.,"Co-administration of fluoxetine with a CYP2D6 substrate may lead to increased serum concentrations of the CYP2D6 substrate since fluoxetine is a known CYP2D6 enzyme inhibitor.[A203270,L7664]",1,1,"Caution should be exercised if co-administration of fluoxetine with a CYP2D6 substrate is necessary and dose adjustments may be required.[L7664] This interaction is particularly concerning for CYP2D6 substrates that have a narrow therapeutic index; therefore, these drugs should be initiated at the lowest possible dose if a patient is already taking fluoxetine or has taken fluoxetine in the past 5 weeks.[ L7664]"
DB00472,Fluoxetine,DB01224,Quetiapine,The serum concentration of Quetiapine can be increased when it is combined with Fluoxetine.,"Co-administration of fluoxetine with a CYP2D6 substrate may lead to increased serum concentrations of the CYP2D6 substrate since fluoxetine is a known CYP2D6 enzyme inhibitor.[A203270,L7664]",1,1,"Caution should be exercised if co-administration of fluoxetine with a CYP2D6 substrate is necessary and dose adjustments may be required.[L7664] This interaction is particularly concerning for CYP2D6 substrates that have a narrow therapeutic index; therefore, these drugs should be initiated at the lowest possible dose if a patient is already taking fluoxetine or has taken fluoxetine in the past 5 weeks.[ L7664]"
DB00472,Fluoxetine,DB00316,Acetaminophen,The serum concentration of Acetaminophen can be increased when it is combined with Fluoxetine.,"Co-administration of fluoxetine with a CYP2D6 substrate may lead to increased serum concentrations of the CYP2D6 substrate since fluoxetine is a known CYP2D6 enzyme inhibitor.[A203270,L7664]",1,1,"Caution should be exercised if co-administration of fluoxetine with a CYP2D6 substrate is necessary and dose adjustments may be required.[L7664] This interaction is particularly concerning for CYP2D6 substrates that have a narrow therapeutic index; therefore, these drugs should be initiated at the lowest possible dose if a patient is already taking fluoxetine or has taken fluoxetine in the past 5 weeks.[ L7664]"
DB00472,Fluoxetine,DB00318,Codeine,The serum concentration of Codeine can be increased when it is combined with Fluoxetine.,"Co-administration of fluoxetine with a CYP2D6 substrate may lead to increased serum concentrations of the CYP2D6 substrate since fluoxetine is a known CYP2D6 enzyme inhibitor.[A203270,L7664]",1,1,"Caution should be exercised if co-administration of fluoxetine with a CYP2D6 substrate is necessary and dose adjustments may be required.[L7664] This interaction is particularly concerning for CYP2D6 substrates that have a narrow therapeutic index; therefore, these drugs should be initiated at the lowest possible dose if a patient is already taking fluoxetine or has taken fluoxetine in the past 5 weeks.[ L7664]"
DB00472,Fluoxetine,DB00514,Dextromethorphan,The serum concentration of Dextromethorphan can be increased when it is combined with Fluoxetine.,"Co-administration of fluoxetine with a CYP2D6 substrate may lead to increased serum concentrations of the CYP2D6 substrate since fluoxetine is a known CYP2D6 enzyme inhibitor.[A203270,L7664]",1,1,"Caution should be exercised if co-administration of fluoxetine with a CYP2D6 substrate is necessary and dose adjustments may be required.[L7664] This interaction is particularly concerning for CYP2D6 substrates that have a narrow therapeutic index; therefore, these drugs should be initiated at the lowest possible dose if a patient is already taking fluoxetine or has taken fluoxetine in the past 5 weeks.[ L7664]"
DB00472,Fluoxetine,DB01114,Chlorpheniramine,The serum concentration of Chlorpheniramine can be increased when it is combined with Fluoxetine.,"Co-administration of fluoxetine with a CYP2D6 substrate may lead to increased serum concentrations of the CYP2D6 substrate since fluoxetine is a known CYP2D6 enzyme inhibitor.[A203270,L7664]",1,1,"Caution should be exercised if co-administration of fluoxetine with a CYP2D6 substrate is necessary and dose adjustments may be required.[L7664] This interaction is particularly concerning for CYP2D6 substrates that have a narrow therapeutic index; therefore, these drugs should be initiated at the lowest possible dose if a patient is already taking fluoxetine or has taken fluoxetine in the past 5 weeks.[ L7664]"
DB00472,Fluoxetine,DB01409,Tiotropium,The serum concentration of Tiotropium can be increased when it is combined with Fluoxetine.,"Co-administration of fluoxetine with a CYP2D6 substrate may lead to increased serum concentrations of the CYP2D6 substrate since fluoxetine is a known CYP2D6 enzyme inhibitor.[A203270,L7664]",1,1,"Caution should be exercised if co-administration of fluoxetine with a CYP2D6 substrate is necessary and dose adjustments may be required.[L7664] This interaction is particularly concerning for CYP2D6 substrates that have a narrow therapeutic index; therefore, these drugs should be initiated at the lowest possible dose if a patient is already taking fluoxetine or has taken fluoxetine in the past 5 weeks.[ L7664]"
DB00472,Fluoxetine,DB00641,Simvastatin,The serum concentration of Simvastatin can be increased when it is combined with Fluoxetine.,"Co-administration of fluoxetine with a CYP2D6 substrate may lead to increased serum concentrations of the CYP2D6 substrate since fluoxetine is a known CYP2D6 enzyme inhibitor.[A203270,L7664]",1,1,"Caution should be exercised if co-administration of fluoxetine with a CYP2D6 substrate is necessary and dose adjustments may be required.[L7664] This interaction is particularly concerning for CYP2D6 substrates that have a narrow therapeutic index; therefore, these drugs should be initiated at the lowest possible dose if a patient is already taking fluoxetine or has taken fluoxetine in the past 5 weeks.[ L7664]"
DB00472,Fluoxetine,DB00334,Olanzapine,The serum concentration of Olanzapine can be increased when it is combined with Fluoxetine.,"Fluoxetine and olanzapine are administered together in a fixed-dose product with a favourable safety profile.[A234394,L7664] In other cases, fluoxetine and olanzapine may be prescribed separately at varying doses. Concurrent administration of fluoxetine and olanzapine may lead to increased serum concentrations of olanzapine.[A203372,L7664] One study demonstrated an 18% increase in the Cmax, and a 15% decrease in the clearance of a 5 mg dose of olanzapine when co-administered with a 60 mg dose of fluoxetine. This interaction is unlikely to have a significant impact on the safety profile of olanzapine.[A203372] The mechanism behind this drug interaction is likely CYP2D6 enzyme inhibition by fluoxetine, impairing the metabolism of olanzapine, a CYP2D6 substrate.[A203372]",0,1,"Despite the pharmacokinetic interaction between fluoxetine and olanzapine, dose adjustments of olanzapine are generally not necessary during concurrent administration.[A203372,L7664] The measured increase in serum concentration is minor compared to inter-individual variability and is unlikely to result in olanzapine toxicity; fixed dose combinations have a favourable safety profile.[A203372,L33439,L7664]"
DB00852,Pseudoephedrine,DB00472,Fluoxetine,The risk or severity of serotonin syndrome can be increased when Pseudoephedrine is combined with Fluoxetine.,"Fluoxetine is classified as a serotonergic agent since it inhibits the reuptake of serotonin in the central nervous system.[A203396,L7664] Consequently, co-administration of fluoxetine with another serotonergic agent increases the risk of serotonin syndrome.[A203390,A203393,A35305]",1,1,Caution should be exercised if concurrent treatment with both fluoxetine and an additional serotonergic agent is necessary.[L7664] Patients should be counselled regarding the increased risk and to monitor for signs and symptoms of serotonin syndrome.[L7664]
DB00295,Morphine,DB00472,Fluoxetine,The risk or severity of serotonin syndrome can be increased when Morphine is combined with Fluoxetine.,"Fluoxetine is classified as a serotonergic agent since it inhibits the reuptake of serotonin in the central nervous system.[A203396,L7664] Consequently, co-administration of fluoxetine with another serotonergic agent increases the risk of serotonin syndrome.[A203390,A203393,A35305]",1,1,Caution should be exercised if concurrent treatment with both fluoxetine and an additional serotonergic agent is necessary.[L7664] Patients should be counselled regarding the increased risk and to monitor for signs and symptoms of serotonin syndrome.[L7664]
DB00341,Cetirizine,DB00472,Fluoxetine,Cetirizine may increase the central nervous system depressant (CNS depressant) activities of Fluoxetine.,"Since fluoxetine is a central nervous system (CNS) acting drug, co-administration with other CNS acting drugs can result in additive adverse effects.[L7664]",1,1,"If co-administration with fluoxetine and a CNS acting drug is necessary, patients should be monitored for an increase in CNS adverse effects.[L7664]"
DB06282,Levocetirizine,DB00472,Fluoxetine,Levocetirizine may increase the central nervous system depressant (CNS depressant) activities of Fluoxetine.,"Since fluoxetine is a central nervous system (CNS) acting drug, co-administration with other CNS acting drugs can result in additive adverse effects.[L7664]",1,1,"If co-administration with fluoxetine and a CNS acting drug is necessary, patients should be monitored for an increase in CNS adverse effects.[L7664]"
DB00996,Gabapentin,DB00472,Fluoxetine,Gabapentin may increase the central nervous system depressant (CNS depressant) activities of Fluoxetine.,"Since fluoxetine is a central nervous system (CNS) acting drug, co-administration with other CNS acting drugs can result in additive adverse effects.[L7664]",1,1,"If co-administration with fluoxetine and a CNS acting drug is necessary, patients should be monitored for an increase in CNS adverse effects.[L7664]"
DB00472,Fluoxetine,DB01211,Clarithromycin,The risk or severity of QTc prolongation can be increased when Fluoxetine is combined with Clarithromycin.,The risk of QTc prolongation associated with fluoxetine increases in the presence of additional risk factors.[A36526] It is known that the administration of multiple QTc prolonging agents increases the risk for drug-induced QTc prolongation.[A203243],1,1,"Caution should be exercised if co-administration of fluoxetine with a QTc prolonging agent is necessary, and other risk factors (hypokalemia, advanced age etc.) should be considered when assessing the appropriateness of combination therapy.[A203243,L7664] Patients should be monitored for signs and symptoms of QTc prolongation."
DB00472,Fluoxetine,DB01167,Itraconazole,The risk or severity of QTc prolongation can be increased when Fluoxetine is combined with Itraconazole.,The risk of QTc prolongation associated with fluoxetine increases in the presence of additional risk factors.[A36526] It is known that the administration of multiple QTc prolonging agents increases the risk for drug-induced QTc prolongation.[A203243],1,1,"Caution should be exercised if co-administration of fluoxetine with a QTc prolonging agent is necessary, and other risk factors (hypokalemia, advanced age etc.) should be considered when assessing the appropriateness of combination therapy.[A203243,L7664] Patients should be monitored for signs and symptoms of QTc prolongation."
DB00472,Fluoxetine,DB01001,Albuterol,The risk or severity of QTc prolongation can be increased when Fluoxetine is combined with Salbutamol.,The risk of QTc prolongation associated with fluoxetine increases in the presence of additional risk factors.[A36526] It is known that the administration of multiple QTc prolonging agents increases the risk for drug-induced QTc prolongation.[A203243],1,1,"Caution should be exercised if co-administration of fluoxetine with a QTc prolonging agent is necessary, and other risk factors (hypokalemia, advanced age etc.) should be considered when assessing the appropriateness of combination therapy.[A203243,L7664] Patients should be monitored for signs and symptoms of QTc prolongation."
DB09038,Empagliflozin,DB00436,Bendroflumethiazide,Empagliflozin may increase the diuretic activities of Bendroflumethiazide.,"The co-administration of empagliflozin with diuretics may result in increased volume and frequency of urination,[L13688] which may increase the risk of volume depletion (i.e. dehydration) and subsequent hypotension.",0,1,"Patients receiving combination therapy with empagliflozin and a diuretic should self-monitor for signs and symptoms of excessive volume depletion (e.g. dry mucous membranes, dizziness)."
DB09038,Empagliflozin,DB00695,Furosemide,Empagliflozin may increase the diuretic activities of Furosemide.,"The co-administration of empagliflozin with diuretics may result in increased volume and frequency of urination,[L13688] which may increase the risk of volume depletion (i.e. dehydration) and subsequent hypotension.",0,1,"Patients receiving combination therapy with empagliflozin and a diuretic should self-monitor for signs and symptoms of excessive volume depletion (e.g. dry mucous membranes, dizziness)."
DB00501,Cimetidine,DB00682,Warfarin,The serum concentration of Warfarin can be increased when it is combined with Cimetidine.,,1,1,
DB01001,Albuterol,DB00436,Bendroflumethiazide,The risk or severity of hypokalemia can be increased when Salbutamol is combined with Bendroflumethiazide.,"Concomitant administration of adrenergic beta-2 receptor agonists and thiazide diuretics may lead to hypokalemia.[A229943,L32093,L32098] The risk of hypokalemia increases with increasing doses of beta-2 agonists.[L32093,L32098]",1,1,Monitor patients for signs of hypokalemia and adjust the dose of either medication as necessary.[L32093]
DB01129,Rabeprazole,DB00254,Doxycycline,Rabeprazole can cause a decrease in the absorption of Doxycycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,"The co-administration of a proton pump inhibitor (PPI) may reduce the bioavailability of doxycycline, though both the mechanism and veracity of this interaction are somewhat unclear. There exists some evidence that the elevated gastric pH induced by co-treatment with PPIs may cause a decrease in doxycycline absorption,[A230008] with the study reporting that several patients exhibited doxycycline serum concentrations below the minimum inhibitory concentration required for efficacy. Another study looking at electrochemical interactions between omeprazole and some antibiotics found that omeprazole was capable of binding to doxycycline in solution via an electrostatic mechanism[A230013] - it is possible, then, that doxycycline absorption could be impaired due to complexation with omeprazole. While proton pump inhibitors are known to cause aberrations in the absorption of pH-dependent drugs,[L32148,L32148] it is unclear whether doxycycline is subject to these interactions - prescription information for doxycycline-containing products are inconsistent, sometimes warning of this interaction[L32138] and other times ignoring it.[L32143]",1,1,"While the details regarding this interaction are unclear, the potential consequences (i.e. therapeutic failure) are relatively significant - for this reason, concomitant therapy with doxycycline and PPIs should be avoided whenever possible. Consider using an alternative antibiotic where appropriate. Prescribing information for some doxycycline products recommends separating its administration from PPIs by 2-3 hours,[L32138] though this mitigation technique assumes that the mechanism of the interaction is via complexation of the two agents in the gut."
DB00338,Omeprazole,DB00254,Doxycycline,Omeprazole can cause a decrease in the absorption of Doxycycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,"The co-administration of a proton pump inhibitor (PPI) may reduce the bioavailability of doxycycline, though both the mechanism and veracity of this interaction are somewhat unclear. There exists some evidence that the elevated gastric pH induced by co-treatment with PPIs may cause a decrease in doxycycline absorption,[A230008] with the study reporting that several patients exhibited doxycycline serum concentrations below the minimum inhibitory concentration required for efficacy. Another study looking at electrochemical interactions between omeprazole and some antibiotics found that omeprazole was capable of binding to doxycycline in solution via an electrostatic mechanism[A230013] - it is possible, then, that doxycycline absorption could be impaired due to complexation with omeprazole. While proton pump inhibitors are known to cause aberrations in the absorption of pH-dependent drugs,[L32148,L32148] it is unclear whether doxycycline is subject to these interactions - prescription information for doxycycline-containing products are inconsistent, sometimes warning of this interaction[L32138] and other times ignoring it.[L32143]",1,1,"While the details regarding this interaction are unclear, the potential consequences (i.e. therapeutic failure) are relatively significant - for this reason, concomitant therapy with doxycycline and PPIs should be avoided whenever possible. Consider using an alternative antibiotic where appropriate. Prescribing information for some doxycycline products recommends separating its administration from PPIs by 2-3 hours,[L32138] though this mitigation technique assumes that the mechanism of the interaction is via complexation of the two agents in the gut."
DB00448,Lansoprazole,DB00254,Doxycycline,Lansoprazole can cause a decrease in the absorption of Doxycycline resulting in a reduced serum concentration and potentially a decrease in efficacy.,"The co-administration of a proton pump inhibitor (PPI) may reduce the bioavailability of doxycycline, though both the mechanism and veracity of this interaction are somewhat unclear. There exists some evidence that the elevated gastric pH induced by co-treatment with PPIs may cause a decrease in doxycycline absorption,[A230008] with the study reporting that several patients exhibited doxycycline serum concentrations below the minimum inhibitory concentration required for efficacy. Another study looking at electrochemical interactions between omeprazole and some antibiotics found that omeprazole was capable of binding to doxycycline in solution via an electrostatic mechanism[A230013] - it is possible, then, that doxycycline absorption could be impaired due to complexation with omeprazole. While proton pump inhibitors are known to cause aberrations in the absorption of pH-dependent drugs,[L32148,L32148] it is unclear whether doxycycline is subject to these interactions - prescription information for doxycycline-containing products are inconsistent, sometimes warning of this interaction[L32138] and other times ignoring it.[L32143]",1,1,"While the details regarding this interaction are unclear, the potential consequences (i.e. therapeutic failure) are relatively significant - for this reason, concomitant therapy with doxycycline and PPIs should be avoided whenever possible. Consider using an alternative antibiotic where appropriate. Prescribing information for some doxycycline products recommends separating its administration from PPIs by 2-3 hours,[L32138] though this mitigation technique assumes that the mechanism of the interaction is via complexation of the two agents in the gut."
DB00321,Amitriptyline,DB00788,Naproxen,The risk or severity of gastrointestinal bleeding can be increased when Amitriptyline is combined with Naproxen.,"Tricyclic antidepressants (TCAs), such as the subject drug, have been reported to increase the risk of gastrointestinal bleeding, particularly when co-administered with non-steroidal anti-inflammatory drugs (NSAIDs).[A230003] TCAs are thought to increase bleed risk via inhibition of serotonin uptake into platelets, thus impairing their ability to properly aggregate.[A230003] NSAIDs inhibit enzymes (cyclooxygenase, or COX) involved in the protection of gastric mucosa as well as platelet aggregation, thus increasing the risk of bleeding.[A230003,A7023] As both TCAs and NSAIDs are independently associated with an increased bleed risk, this interaction is likely to be the result of an additive pharmacodynamic effect (though some have proposed a pharmacokinetic mechanism).[A230003,A36048]",0,1,"The short-term use of NSAIDs in patients maintained on TCA is likely safe. Patients with additional risk factors for bleeding (e.g. concomitant medications, old age) or patients requiring long-term NSAID therapy may be at higher risk of this interaction and the co-administration of NSAIDs and TCAs should be undertaken with caution in these patients. Ensure patients are aware of the signs and symptoms of gastrointestinal bleeding (e.g. dark stool, abdominal pain) prior to introducing this combination of agents."
DB00321,Amitriptyline,DB00945,Acetylsalicylic acid,The risk or severity of gastrointestinal bleeding can be increased when Amitriptyline is combined with Acetylsalicylic acid.,"Tricyclic antidepressants (TCAs), such as the subject drug, have been reported to increase the risk of gastrointestinal bleeding, particularly when co-administered with non-steroidal anti-inflammatory drugs (NSAIDs).[A230003] TCAs are thought to increase bleed risk via inhibition of serotonin uptake into platelets, thus impairing their ability to properly aggregate.[A230003] NSAIDs inhibit enzymes (cyclooxygenase, or COX) involved in the protection of gastric mucosa as well as platelet aggregation, thus increasing the risk of bleeding.[A230003,A7023] As both TCAs and NSAIDs are independently associated with an increased bleed risk, this interaction is likely to be the result of an additive pharmacodynamic effect (though some have proposed a pharmacokinetic mechanism).[A230003,A36048]",0,1,"The short-term use of NSAIDs in patients maintained on TCA is likely safe. Patients with additional risk factors for bleeding (e.g. concomitant medications, old age) or patients requiring long-term NSAID therapy may be at higher risk of this interaction and the co-administration of NSAIDs and TCAs should be undertaken with caution in these patients. Ensure patients are aware of the signs and symptoms of gastrointestinal bleeding (e.g. dark stool, abdominal pain) prior to introducing this combination of agents."
DB00321,Amitriptyline,DB01050,Ibuprofen,The risk or severity of gastrointestinal bleeding can be increased when Amitriptyline is combined with Ibuprofen.,"Tricyclic antidepressants (TCAs), such as the subject drug, have been reported to increase the risk of gastrointestinal bleeding, particularly when co-administered with non-steroidal anti-inflammatory drugs (NSAIDs).[A230003] TCAs are thought to increase bleed risk via inhibition of serotonin uptake into platelets, thus impairing their ability to properly aggregate.[A230003] NSAIDs inhibit enzymes (cyclooxygenase, or COX) involved in the protection of gastric mucosa as well as platelet aggregation, thus increasing the risk of bleeding.[A230003,A7023] As both TCAs and NSAIDs are independently associated with an increased bleed risk, this interaction is likely to be the result of an additive pharmacodynamic effect (though some have proposed a pharmacokinetic mechanism).[A230003,A36048]",0,1,"The short-term use of NSAIDs in patients maintained on TCA is likely safe. Patients with additional risk factors for bleeding (e.g. concomitant medications, old age) or patients requiring long-term NSAID therapy may be at higher risk of this interaction and the co-administration of NSAIDs and TCAs should be undertaken with caution in these patients. Ensure patients are aware of the signs and symptoms of gastrointestinal bleeding (e.g. dark stool, abdominal pain) prior to introducing this combination of agents."
DB00321,Amitriptyline,DB00682,Warfarin,The therapeutic efficacy of Warfarin can be decreased when used in combination with Amitriptyline.,"Concomitant administration of these medications may lead to changes in serum concentrations of either medication. Amitriptyline is a substrate of CYP1A2, CYP2C9, CYP2C19, CYP2D6, and CYP3A.[L162] Warfarin is a substrate of CYP1A2, S-warfarin is a substrate of CYP2C9, and R-warfarin is a substrate of CYP2C19.[L162] Additionally, warfarin is a weak inducer of CYP2C9[A20147] and CYP3A4[A20147], as well as a weak inhibitor of CYP2C19.[A38709]",1,1,"Patients may require additional monitoring of INR when starting, stopping, or adjusting doses of either medication.[A39381,L6616] The therapeutic efficacy of amitriptyline may also be altered in patients taking warfarin or any of its isomers.[A20147,A38709]"
DB00780,Phenelzine,DB00321,Amitriptyline,Phenelzine may increase the serotonergic activities of Amitriptyline.,"The inhibition of monoamine oxidase enzymes leads to an increase in catecholamine neurotransmitters by preventing their metabolism. These higher levels of serotonin with concomitant inhibition of serotonin reuptake by tricyclic antidepressants (TCAs) like amitriptyline may lead to more severe adverse effects including serotonin syndrome. Inhibitors specific for monoamine oxidase B, such as selegiline, may produce less severe reactions because serotonin is primarily metabolized by monoamine oxidase A.",2,1,"The co-administration of amitriptyline with monoamine oxidase inhibitors, or within 14 days of discontinuing a monoamine oxidase inhibitor, is contraindicated and should be avoided.[L34779]"
